#OTU ID	Callimicos	WartyPig	Baboon	Chimp	Gorilla	Orangutan	Saki	Urial	Colobus	RingTailedLemur	Giraffe	Okapi	BigHornSheep	Gazelle	Lion	PolarBear	Springbok	BlackLemur	BushDog	Hyena	SpectacledBear	BlackBear
otu278	0	2	0	0	0	0	0	4	0	0	2	5	2	8	0	0	1	0	0	0	0	0
otu279	0	2	1	3	2	2	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	4	0
otu281	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0
otu282	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu283	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0
otu284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0
otu285	0	0	0	0	0	0	0	6	0	0	3	2	6	4	0	0	2	0	0	0	0	0
otu286	0	0	0	0	0	0	0	4	0	0	0	1	4	16	0	0	0	0	0	0	0	0
otu287	0	0	0	0	0	0	0	1	0	0	16	0	1	4	0	0	0	0	0	0	0	0
otu288	0	0	0	0	0	5	9	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
otu289	0	0	0	3	5	0	3	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0
otu290	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu291	0	0	0	0	0	0	0	1	16	0	1	0	1	1	0	0	0	0	0	0	0	0
otu292	0	0	0	0	0	0	0	0	0	0	9	14	0	0	0	0	0	0	0	0	0	0
otu293	0	0	0	6	0	5	1	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0
otu294	0	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
otu295	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0
otu296	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu297	0	0	0	0	0	0	0	4	0	0	0	1	1	2	0	0	14	0	0	0	0	0
otu298	0	0	0	0	0	0	0	6	0	0	0	0	19	0	0	0	0	0	0	0	0	0
otu299	0	0	0	0	0	0	0	1	9	0	0	1	0	5	0	0	3	0	0	0	0	0
otu300	0	0	1	6	0	8	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
otu301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	6	0	0
otu302	0	0	0	0	0	0	0	6	0	0	6	2	4	4	0	0	1	0	0	0	0	0
otu303	0	0	0	5	6	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
otu304	0	0	0	0	0	0	0	0	4	0	0	1	2	12	0	0	2	0	0	0	0	0
otu305	0	0	0	0	0	0	0	15	0	0	2	5	0	2	0	0	0	0	0	0	0	0
otu306	0	0	0	0	0	0	0	6	0	0	2	0	0	14	0	0	1	0	0	0	0	0
otu307	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	1	0	0	0	0	0
otu308	0	0	0	0	0	0	0	1	0	0	1	2	0	1	0	0	17	0	0	0	0	0
otu309	0	4	3	0	0	3	0	3	1	1	0	0	1	1	0	0	0	0	0	0	0	0
otu310	0	0	8	1	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu311	0	0	0	0	0	0	0	0	1	0	1	1	2	16	0	0	0	0	0	0	0	0
otu312	0	3	0	0	0	0	0	3	0	0	0	5	0	8	0	0	3	0	0	0	0	0
otu313	0	0	0	0	0	0	0	14	0	0	0	1	8	2	0	0	0	0	0	0	0	0
otu314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0
otu315	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0
otu316	0	0	0	0	0	0	0	1	12	0	0	0	5	0	0	0	0	0	0	0	0	0
otu317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
otu318	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu319	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu320	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0
otu321	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu322	0	0	0	0	0	0	0	1	0	0	4	14	0	1	0	0	0	0	0	0	0	0
otu323	0	0	0	0	0	0	0	3	4	0	1	2	8	1	0	0	1	0	0	0	0	0
otu324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0
otu325	0	0	0	0	0	0	0	3	6	0	0	0	1	5	0	0	5	0	0	0	0	0
otu326	0	0	0	0	0	0	0	14	0	0	1	1	5	2	0	0	0	0	0	0	0	0
otu327	0	0	0	2	2	1	9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
otu328	0	0	0	0	0	0	0	0	0	0	0	3	0	18	0	0	0	0	0	0	0	0
otu329	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	10	1	0	0
otu330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0
otu331	0	0	10	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu332	0	0	0	0	0	0	0	0	0	0	0	0	1	20	0	0	0	0	0	0	0	0
otu333	0	0	0	0	0	0	0	0	14	0	1	2	0	0	0	0	0	0	0	0	0	0
otu334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	3	0	0	0
otu335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0
otu336	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu337	0	0	4	2	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu338	0	0	0	5	0	3	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
otu339	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu340	0	0	0	0	10	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu341	0	0	0	13	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
otu342	0	0	0	0	0	0	0	0	0	0	15	2	0	1	0	0	0	0	0	0	0	0
otu343	0	0	0	0	0	0	12	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
otu344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0
otu345	0	0	0	0	0	0	0	6	0	0	2	3	0	6	0	0	2	0	0	0	0	0
otu346	0	0	0	0	0	0	0	4	0	0	0	0	5	12	0	0	0	0	0	0	0	0
otu347	4	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu348	0	0	4	1	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu349	0	0	0	0	0	0	0	4	0	0	0	1	4	6	0	0	5	0	0	0	0	0
otu350	0	0	0	0	0	0	0	1	0	0	7	3	4	4	0	0	0	0	0	0	0	0
otu351	0	0	0	1	4	0	2	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0
otu352	0	1	0	0	0	0	0	6	0	0	1	2	2	8	0	0	0	0	0	0	0	0
otu353	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0
otu354	0	0	0	4	5	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
otu355	0	0	0	0	14	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
otu356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
otu357	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0
otu358	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu359	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu360	0	0	0	0	0	0	0	12	0	0	0	6	2	0	0	0	0	0	0	0	0	0
otu361	0	0	0	0	0	0	0	0	1	0	0	3	0	14	0	0	0	0	0	0	0	0
otu362	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu363	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
otu365	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0
otu366	9	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu367	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
otu368	0	0	0	0	0	0	0	3	9	0	0	0	1	2	0	0	1	0	0	0	0	0
otu369	0	0	0	0	0	0	0	4	0	0	0	0	2	4	0	0	9	0	0	0	0	0
otu370	0	1	4	3	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu371	0	0	0	0	0	0	0	0	2	0	13	1	0	0	0	0	1	0	0	0	0	0
otu372	0	0	0	1	0	0	8	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
otu373	0	0	0	0	0	0	0	3	1	0	0	0	1	0	0	0	0	0	1	6	0	0
otu374	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0
otu375	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu376	0	0	0	0	0	0	0	3	11	0	1	0	0	1	0	0	0	0	0	0	0	0
otu377	0	0	0	0	0	0	0	9	0	0	0	7	0	2	0	0	1	0	0	0	0	0
otu378	0	0	0	0	6	7	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
otu379	0	0	0	6	3	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0
otu380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0
otu381	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	7	0	0	0	0	0	0
otu382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0
otu383	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0
otu384	0	0	0	1	1	8	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
otu385	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu386	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu387	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0
otu388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0
otu389	0	0	4	0	6	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
otu390	0	0	0	0	0	0	0	3	0	0	1	1	1	12	0	0	0	0	0	0	0	0
otu391	0	0	0	0	1	0	9	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
otu392	0	0	0	0	0	0	0	3	0	0	0	0	4	0	0	0	11	0	0	0	0	0
otu393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0
otu394	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu395	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0
otu396	0	0	0	0	0	0	0	3	0	0	1	2	1	10	0	0	0	0	0	0	0	0
otu397	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu398	0	0	5	3	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu399	0	0	0	0	0	0	0	14	0	0	4	0	0	1	0	0	0	0	0	0	0	0
otu400	0	0	0	0	0	0	0	1	9	2	0	0	2	0	0	0	0	0	0	0	0	0
otu401	0	0	0	0	0	0	0	3	0	0	2	5	4	4	0	0	0	0	0	0	0	0
otu402	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	3	6	0	0
otu403	0	0	0	0	0	0	0	1	0	0	0	1	0	16	0	0	0	0	0	0	0	0
otu404	0	0	0	2	1	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu405	0	0	1	3	2	4	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
otu406	0	0	0	0	0	0	0	0	2	0	7	1	0	0	0	0	6	0	0	0	0	0
otu407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	1	0	0	0
otu408	0	0	0	0	1	0	0	6	4	0	0	1	1	1	0	0	2	0	0	0	0	0
otu409	0	0	0	6	0	0	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
otu410	0	0	0	0	0	0	0	3	0	0	0	1	6	8	0	0	0	0	0	0	0	0
otu411	0	0	0	3	1	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	3	0	0	0
otu413	0	0	0	0	0	0	0	4	2	0	0	0	5	4	0	0	2	0	0	0	0	0
otu414	0	0	0	0	0	0	0	3	0	0	6	1	1	1	0	0	5	0	0	0	0	0
otu415	0	0	0	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu416	0	0	0	0	1	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu417	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu418	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu419	0	0	0	0	0	0	0	0	0	0	4	2	4	1	0	0	3	0	0	0	0	0
otu420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
otu421	0	0	0	0	7	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu422	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
otu423	0	0	0	0	0	0	0	0	0	0	2	0	0	14	0	0	0	0	0	0	0	0
otu424	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu425	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0
otu427	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0
otu428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0
otu429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
otu430	0	0	0	3	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
otu432	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0
otu433	0	0	0	0	0	0	0	11	0	0	0	6	1	0	0	0	0	0	0	0	0	0
otu434	0	0	0	0	0	0	0	0	0	0	2	0	12	2	0	0	0	0	0	0	0	0
otu435	0	0	0	2	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu436	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
otu437	0	0	0	0	0	0	0	9	0	0	0	1	4	2	0	0	1	0	0	0	0	0
otu438	0	1	0	0	0	0	0	6	0	0	3	1	1	4	0	0	0	0	0	0	0	0
otu439	3	0	0	2	0	1	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
otu440	0	0	0	0	0	0	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
otu441	0	0	0	0	0	0	0	6	0	0	2	0	8	0	0	0	1	0	0	0	0	0
otu442	0	0	0	0	0	0	0	17	0	0	0	0	0	2	0	0	0	0	0	0	0	0
otu443	0	0	0	6	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu444	0	0	0	0	0	0	0	6	0	0	2	5	2	0	0	0	1	0	0	0	0	0
otu445	0	0	5	2	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	7	0	0	0
otu447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	4	0	0	0
otu448	0	0	2	3	0	1	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
otu449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
otu450	0	11	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
otu451	0	0	0	0	0	0	0	0	0	0	9	5	0	0	0	0	0	0	0	0	0	0
otu452	0	0	0	0	2	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu453	0	0	0	0	1	10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
otu455	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
otu457	0	0	1	2	3	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
otu458	0	0	0	0	0	0	0	1	0	0	3	0	5	1	0	0	3	0	0	0	0	0
otu459	0	0	0	0	0	0	0	0	0	0	4	3	0	6	0	0	0	0	0	0	0	0
otu460	0	12	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
otu461	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu462	0	0	0	2	1	2	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
otu463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
otu464	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
otu465	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0
otu466	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu467	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu468	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
otu469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
otu470	0	0	0	0	0	0	0	1	0	0	0	3	1	4	0	0	5	0	0	0	0	0
otu471	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu472	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu473	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
otu474	0	0	0	1	0	9	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
otu475	0	0	0	3	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	0
otu477	0	0	0	0	0	0	0	0	1	0	10	2	0	0	0	0	0	0	0	0	0	0
otu478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0
otu479	0	0	0	5	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu480	0	0	0	1	1	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu481	0	0	0	0	0	0	0	4	0	0	1	1	8	0	0	0	1	0	0	0	0	0
otu482	0	0	0	0	0	0	0	3	0	0	1	6	1	2	0	0	1	0	0	0	0	0
otu483	0	0	0	1	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu484	0	0	0	0	0	0	0	0	0	0	7	3	0	0	0	1	1	0	0	0	0	0
otu485	0	0	0	0	0	0	0	0	0	0	4	10	0	0	0	0	0	0	0	0	0	0
otu486	0	0	0	0	0	0	0	3	0	0	2	2	0	8	0	0	0	0	0	0	0	0
otu487	0	0	0	0	0	0	0	1	3	0	2	2	0	1	0	0	3	0	0	0	0	0
otu488	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	2
otu489	0	0	0	0	0	0	0	1	0	0	4	0	8	1	0	0	0	0	0	0	0	0
otu490	0	0	0	6	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu491	0	0	0	10	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu492	0	0	0	0	0	0	0	1	0	0	0	5	1	8	0	0	0	0	0	0	0	0
otu493	0	0	0	0	0	0	0	1	2	0	1	0	1	2	0	0	6	0	0	0	0	0
otu494	0	0	0	3	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu495	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
otu497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3	0	0	0
otu498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
otu499	0	0	0	0	0	0	0	7	0	0	2	0	5	0	0	0	1	0	0	0	0	0
otu500	0	0	0	0	0	0	0	4	0	0	0	0	12	0	0	0	0	0	0	0	0	0
otu501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	6	0	0
otu502	0	0	0	0	0	0	0	1	0	0	4	3	2	1	0	0	0	0	0	0	0	0
otu503	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	7	0	0
otu504	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu505	0	0	0	0	0	0	0	0	0	0	0	0	6	8	0	0	0	0	0	0	0	0
otu506	0	11	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu507	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
otu508	0	0	0	0	0	0	0	0	0	0	10	2	0	0	0	0	0	0	0	0	0	0
otu509	0	4	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
otu510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0
otu511	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0
otu513	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
otu514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	2	0	0
otu515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0
otu516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0
otu517	0	0	0	0	0	0	0	7	0	0	0	0	0	8	0	0	0	0	0	0	0	0
otu518	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
otu519	0	1	0	0	0	0	0	0	0	0	0	11	0	0	0	0	1	0	0	0	0	0
otu520	0	0	0	0	3	5	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
otu521	0	0	0	0	0	0	0	1	0	0	9	1	1	0	0	0	0	0	0	0	0	0
otu522	0	0	0	0	0	0	0	15	0	0	0	1	0	0	0	0	0	0	0	0	0	0
otu523	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0
otu524	0	0	7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu525	0	0	0	0	0	0	0	0	0	0	0	6	0	6	0	0	1	0	0	0	0	0
otu526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0
otu527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0
otu528	0	0	0	0	0	0	0	4	0	0	0	1	5	2	0	0	1	0	0	0	0	0
otu529	0	0	0	0	0	0	0	3	0	0	0	6	0	5	0	0	0	0	0	0	0	0
otu530	0	2	0	0	0	0	0	0	4	0	1	1	0	4	0	0	0	0	0	0	0	0
otu531	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu532	0	0	0	1	3	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
otu533	0	2	0	0	0	0	0	1	0	0	1	2	0	5	0	0	1	0	0	0	0	0
otu534	0	0	0	2	1	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
otu535	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
otu536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
otu537	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	9	0	0	1	0	0
otu538	0	0	0	0	0	0	0	3	0	0	2	1	1	5	0	0	1	0	0	0	0	0
otu539	0	0	0	0	0	0	0	1	0	0	3	0	0	8	0	0	1	0	0	0	0	0
otu540	0	0	0	0	0	0	0	0	7	0	0	1	0	2	0	0	1	0	0	0	0	0
otu541	0	0	0	3	1	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
otu542	0	0	0	0	0	0	0	4	0	4	0	0	4	0	0	0	1	0	0	0	0	0
otu543	0	0	0	6	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
otu544	0	0	0	0	0	0	0	3	0	0	1	2	2	2	0	0	2	0	0	0	0	0
otu545	0	2	2	2	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
otu546	0	0	0	0	0	0	0	1	1	0	1	2	2	4	0	0	1	0	0	0	0	0
otu547	0	0	0	0	0	0	0	3	1	0	2	1	2	0	0	0	3	0	0	0	0	0
otu548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0
otu549	0	0	0	0	0	0	0	6	0	0	0	5	0	4	0	0	0	0	0	0	0	0
otu550	0	0	0	4	0	2	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
otu551	0	0	0	1	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
otu552	0	0	0	0	0	0	0	0	0	0	0	1	0	0	7	0	0	0	0	0	0	0
otu553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
otu554	0	0	4	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu555	0	0	0	5	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
otu557	0	0	3	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu558	0	0	3	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu559	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu560	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu561	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	4	0	0
otu562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
otu563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
otu564	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	5	0	0	0	0	0
otu565	0	0	0	0	0	0	0	3	0	0	0	0	6	1	0	0	2	0	0	0	0	0
